ID,DOB,Age,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
7755,9/29/1989, 28 ,Married,300k-500k,High-School,Unemployed,Agnostic,Big Bang Theory,Wolkswagen,Female,Italian,Hip-Hop,15-18,Cricket,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,1472,x
7756,8/18/1980, 37 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Prison Break,Suzuki,Male,Mexican,Light Metal,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Comedy,Art,Whiskey,Thor,1176,x
7757,7/18/1981, 36 ,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Breaking Bad,Wolkswagen,Female,French,Rock,15-18,Baseball,Blue,Huffington Post,40-60 KM,250-500 KM,Historical,Commerce,Beer,Ironman,1412,y
7758,11/29/1986, 31 ,Married,500k-700k,High-School,Self-Employed,Believer,Friends,BMW,Female,Korean,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,250-500 KM,Action,Biology,Beer,wonder woman,666,x
7759,4/6/1971, 46 ,Unmarried,100k-300k,High-School,Self-Employed,Agnostic,Friends,Suzuki,Male,Chinese,Heavy Metal,1 to 3,cycling,Green,New York Times,60-80 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,1286,y
7760,8/1/1988, 29 ,Divorced,300k-500k,High-School,Employed,Agnostic,Game of Thrones,Ford,Female,Indian,Rock,18-20,Swimming,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Vodka,Batman,77,y
7761,1/14/1976, 42 ,Married,300k-500k,Graduate,Self-Employed,Believer,Dexter,Audi,Male,Thai,Country,12 to 15,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Action,Physics,Beer,wonder woman,929,x
7762,2/7/1992, 26 ,Unmarried,500k-700k,Graduate,Employed,Agnostic,How I Met your mother,BMW,Male,Thai,Heavy Metal,6 to 10,cycling,Black,Fox News,40-60 KM,1500-2000 KM,Drama,Chemistry,Non Drinkers,Batman,361,x
7763,11/27/1976, 41 ,Married,300k-500k,Uneducated,Unemployed,Believer,Prison Break,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Romantic,English,Whiskey,Ironman,976,y
7764,9/13/1962, 55 ,Married,500k-700k,Graduate,Self-Employed,Believer,Prison Break,BMW,Male,Chinese,Heavy Metal,1 to 3,Basketball,Black,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,226,y
7765,6/22/1965, 52 ,Unmarried,700k-1 Million,Uneducated,Unemployed,Believer,Friends,Daimler -Benz,Male,Thai,Heavy Metal,6 to 10,Soccer,Black,Fox News,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,1143,y
7766,4/11/1994, 23 ,Unmarried,300k-500k,Graduate,Unemployed,Agnostic,Big Bang Theory,Audi,Female,Indian,Rock,18-20,volleyball,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Non Drinkers,spiderman,477,y
7767,3/3/1992, 25 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Historical,Civics,Whiskey,Ironman,734,x
7768,3/10/1979, 38 ,Married,300k-500k,Uneducated,Unemployed,Agnostic,Friends,Audi,Male,Thai,Heavy Metal,6 to 10,Cricket,White,Fox News,40-60 KM,2000+ KM,Romantic,English,Beer,Ironman,140,y
7769,8/8/1961, 56 ,Married,500k-700k,Post-Graduate,Unemployed,Believer,Prison Break,Toyota,Female,Mediterranean,Rap,6 to 10,Rugby,Black,Fox News,25-40 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,597,y
7770,8/17/1967, 50 ,Married,500k-700k,High-School,Employed,Believer,Friends,BMW,Male,Mexican,Light Metal,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Thriller,Biology,wine,Thor,712,y
7771,7/21/1973, 44 ,Married,300k-500k,Graduate,Unemployed,Agnostic,Prison Break,Wolkswagen,Female,Italian,Rap,6 to 10,Cricket,Black,New York Times,40-60 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,683,y
7772,9/7/1979, 38 ,Married,100k-300k,Graduate,Self-Employed,Agnostic,Prison Break,Suzuki,Female,French,Rap,6 to 10,Cricket,Black,New York Times,40-60 KM,2000+ KM,Thriller,Biology,Whiskey,Thor,541,y
7773,12/12/1973, 44 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Breaking Bad,Toyota,Male,Lebanese,Country,12 to 15,Soccer,Red,Reuters,25-40 KM,1000-1500 KM,Horror,Economics,Beer,spiderman,1184,y
7774,6/15/1977, 40 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,sherlock,Daimler-Benz,Male,Mexican,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Drama,Biology,Non Drinkers,Batman,93,x
7775,6/27/1969, 48 ,Married,100k-300k,Post-Graduate,Self-Employed,Believer,Narcos,Honda,Male,Lebanese,Country,12 to 15,Rugby,Red,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Gin,wonder woman,86,y
7776,1/21/1988, 30 ,Married,0-100K,Uneducated,Unemployed,Agnostic,Big Bang Theory,Ford,Male,Thai,Country,12 to 15,Cricket,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,277,x
7777,1/21/1982, 36 ,Married,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Audi,Male,Thai,Country,12 to 15,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Beer,Thor,236,x
7778,9/22/1986, 31 ,Married,300k-500k,High-School,Self-Employed,Believer,Dexter,Daimler-Benz,Male,Chinese,Classical,10 to 12,Rugby,Blue,Huffington Post,40-60 KM,500-1000 KM,Action,Physics,Beer,wonder woman,688,x
7779,12/29/1968, 49 ,Married,500k-700k,High-School,Employed,Believer,Breaking Bad,Toyota,Male,Lebanese,Classical,12 to 15,Basketball,Blue,CNN,25-40 KM,250-500 KM,Action,Physics,wine,wonder woman,46,x
7780,7/21/1986, 31 ,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Prison Break,Ford,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,40-60 KM,1500-2000 KM,Thriller,Biology,Whiskey,Thor,968,x
7781,1/10/1984, 34 ,Married,0-100K,Uneducated,Self-Employed,Atheist,Big Bang Theory,Ford,Male,Mexican,Country,12 to 15,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Drama,Physics,Non Drinkers,Batman,959,y
7782,3/21/1995, 22 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,Fox News,10-25 KM,250-500 KM,Thriller,Biology,Beer,Thor,151,x
7783,6/22/1970, 47 ,Married,700k-1 Million,Graduate,Employed,Agnostic,Friends,Jaguar,Female,Indian,Rap,6 to 10,Cricket,Black,Fox News,10-25 KM,250-500 KM,Action,Biology,Vodka,wonder woman,336,y
7784,9/3/1991, 26 ,Married,300k-500k,Graduate,Employed,Believer,Friends,Ford,Male,Chinese,Heavy Metal,1 to 3,Rugby,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,855,y
7785,10/28/1994, 23 ,Married,300k-500k,High-School,Self-Employed,Agnostic,sherlock,Audi,Female,Indian,Rap,6 to 10,Cricket,Black,New York Times,10-25 KM,250-500 KM,Romantic,English,Non Drinkers,Ironman,799,y
7786,12/11/1969, 48 ,Divorced,300k-500k,Uneducated,Unemployed,Agnostic,Friends,Toyota,Male,Thai,Heavy Metal,6 to 10,Swimming,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,1226,y
7787,11/3/1967, 50 ,Married,100k-300k,Post-Graduate,Unemployed,Atheist,Flash,Ford,Male,Mexican,Rap,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,wine,The hulk,1353,y
7788,5/7/1979, 38 ,Married,100k-300k,High-School,Unemployed,Believer,Narcos,Suzuki,Female,French,Hip-Hop,15-18,Basketball,Red,Reuters,25-40 KM,250-500 KM,Action,Maths,Rum,Thor,350,y
7789,11/2/1994, 23 ,Unmarried,100k-300k,Post-Graduate,Unemployed,Agnostic,Prison Break,Suzuki,Male,Thai,Heavy Metal,6 to 10,volleyball,Black,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Whiskey,superman,1008,x
7790,8/1/1992, 25 ,Married,500k-700k,Post-Graduate,Unemployed,Believer,Prison Break,Toyota,Male,Mexican,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Vodka,Batman,950,y
7791,4/7/1977, 40 ,Married,100k-300k,Graduate,Employed,Believer,Breaking Bad,Suzuki,Male,Chinese,Classical,10 to 12,Rugby,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,wine,spiderman,69,y
7792,3/25/1986, 31 ,Divorced,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Wolkswagen,Male,Thai,Country,12 to 15,Swimming,Orange,Associated Press,60-80 KM,1000-1500 KM,Comedy,History,Rum,The hulk,721,x
7793,8/30/1979, 38 ,Married,300k-500k,Graduate,Unemployed,Believer,Breaking Bad,Daimler-Benz,Female,French,Rock,15-18,Rugby,Blue,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,311,x
7794,1/12/1985, 33 ,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Prison Break,Ford,Male,Chinese,Heavy Metal,1 to 3,volleyball,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,417,x
7795,7/19/1980, 37 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Breaking Bad,Ford,Female,Italian,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Beer,The hulk,1492,y
7796,10/10/1979, 38 ,Unmarried,100k-300k,High-School,Employed,Believer,Friends,Honda,Male,Chinese,Heavy Metal,3 to 5,Basketball,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,696,x
7797,1/13/1992, 26 ,Married,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,0-10 KM,0-250 KM,Historical,Civics,Whiskey,The hulk,335,y
7798,4/15/1971, 46 ,Divorced,500k-700k,Graduate,Self-Employed,Agnostic,Big Bang Theory,BMW,Female,French,Hip-Hop,15-18,Swimming,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,833,y
7799,11/6/1979, 38 ,Married,300k-500k,Graduate,Unemployed,Atheist,Friends,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Thriller,Biology,Beer,Thor,280,x
7800,6/29/1985, 32 ,Married,300k-500k,Graduate,Employed,Atheist,How I Met your mother,Ford,Male,Lebanese,Heavy Metal,3 to 5,Baseball,White,MSN,10-25 KM,,Horror,Chemistry,Gin,superman,1484,y
7801,5/5/1980, 37 ,Married,100k-300k,Uneducated,Employed,Agnostic,Breaking Bad,Ford,Male,Mexican,Country,12 to 15,Baseball,Red,Reuters,25-40 KM,1000-1500 KM,Horror,Physics,wine,spiderman,1164,y
7802,10/14/1971, 46 ,Married,700k-1 Million,Graduate,Unemployed,Believer,Breaking Bad,Audi,Male,Thai,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Romantic,Commerce,Beer,Ironman,953,x
7803,12/23/1986, 31 ,Married,100k-300k,Uneducated,Employed,Believer,Prison Break,Suzuki,Male,Mexican,Light Metal,6 to 10,Rugby,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,465,x
7804,8/7/1984, 33 ,Unmarried,0-100K,Post-Graduate,Employed,Agnostic,Prison Break,GM,Male,Thai,Heavy Metal,6 to 10,cycling,White,MSN,25-40 KM,1000-1500 KM,Horror,Chemistry,Whiskey,superman,354,y
7805,5/3/1973, 44 ,Unmarried,0-100K,Uneducated,Employed,Believer,Prison Break,GM,Female,French,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,739,y
7806,6/22/1967, 50 ,Married,100k-300k,Uneducated,Employed,Believer,Friends,Suzuki,Male,Italian,Rap,6 to 10,Rugby,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,wine,Thor,751,y
7807,2/12/1984, 34 ,Unmarried,300k-500k,Uneducated,Self-Employed,Agnostic,Prison Break,Wolkswagen,Male,Chinese,Heavy Metal,1 to 3,cycling,White,MSN,10-25 KM,0-250 KM,Comedy,Art,Whiskey,The hulk,760,y
7808,6/21/1979, 38 ,Married,0-100K,Post-Graduate,Unemployed,Agnostic,Narcos,GM,Male,Italian,Hip-Hop,15-18,Baseball,Orange,Reuters,60-80 KM,0-250 KM,Historical,Commerce,Gin,The hulk,891,y
7809,5/25/1983, 34 ,Married,100k-300k,Uneducated,Unemployed,Atheist,Friends,Nissan,Male,Mexican,Rap,6 to 10,Baseball,Yellow,BBC,0-10 KM,0-250 KM,Horror,Chemistry,wine,superman,745,x
7810,9/30/1977, 40 ,Married,300k-500k,High-School,Self-Employed,Atheist,Breaking Bad,Daimler-Benz,Female,French,Hip-Hop,15-18,Baseball,Red,CNN,25-40 KM,250-500 KM,Action,Physics,Beer,wonder woman,315,y
7811,8/6/1988, 29 ,Unmarried,500k-700k,Graduate,Self-Employed,Believer,Breaking Bad,Toyota,Female,Indian,Rock,18-20,Basketball,Red,Reuters,25-40 KM,1000-1500 KM,Historical,Commerce,Beer,The hulk,1205,x
7812,2/24/1994, 24 ,Married,0-100K,Uneducated,Self-Employed,Agnostic,Breaking Bad,GM,Male,Lebanese,Country,12 to 15,Cricket,Blue,CNN,25-40 KM,250-500 KM,Drama,Physics,wine,Batman,1177,x
7813,8/30/1978, 39 ,Married,300k-500k,Uneducated,Unemployed,Believer,Friends,Daimler-Benz,Female,French,Rap,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Action,Biology,Beer,wonder woman,684,x
7814,1/17/1972, 46 ,Married,300k-500k,Graduate,Employed,Believer,Breaking Bad,Toyota,Male,Chinese,Classical,10 to 12,Rugby,Red,Reuters,60-80 KM,500-1000 KM,Horror,Economics,Beer,spiderman,460,y
7815,8/21/1995, 22 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Narcos,BMW,Female,Mediterranean,Rock,20+,Soccer,Red,Reuters,25-40 KM,500-1000 KM,Romantic,Commerce,Rum,Ironman,1220,x
7816,1/25/1964, 54 ,Unmarried,700k-1 Million,Graduate,Employed,Believer,How I Met your mother,Daimler -Benz,Male,Chinese,Heavy Metal,1 to 3,Basketball,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,wonder woman,1472,x
7817,5/19/1993, 24 ,Unmarried,500k-700k,Graduate,Unemployed,Believer,Breaking Bad,BMW,Female,French,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Beer,wonder woman,1416,y
7818,1/23/1977, 41 ,Unmarried,0-100K,Graduate,Employed,Believer,Big Bang Theory,Ford,Male,Thai,Country,12 to 15,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Non Drinkers,Thor,120,x
7819,4/1/1960, 57 ,Married,100k-300k,High-School,Unemployed,Atheist,Prison Break,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Baseball,Black,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,457,x
7820,11/14/1968, 49 ,Married,0-100K,High-School,Self-Employed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Basketball,Black,Fox News,60-80 KM,2000+ KM,Action,Biology,Vodka,wonder woman,215,y
7821,5/18/1992, 25 ,Married,300k-500k,Uneducated,Unemployed,Believer,Breaking Bad,Toyota,Male,Lebanese,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,0-250 KM,Horror,Physics,Beer,spiderman,640,y
7822,10/21/1993, 24 ,Married,500k-700k,Post-Graduate,Self-Employed,Believer,Prison Break,BMW,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,Fox News,10-25 KM,0-250 KM,Romantic,English,Whiskey,Ironman,227,x
7823,12/27/1976, 41 ,Unmarried,300k-500k,High-School,Unemployed,Agnostic,Breaking Bad,Daimler-Benz,Female,Mediterranean,Rock,20+,cycling,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Physics,Beer,spiderman,893,y
7824,9/4/1973, 44 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Narcos,Wolkswagen,Male,Lebanese,Country,12 to 15,Soccer,Red,Huffington Post,40-60 KM,0-250 KM,Comedy,History,Non Drinkers,The hulk,132,x
7825,7/13/1973, 44 ,Married,0-100K,Post-Graduate,Self-Employed,Believer,How I Met your mother,Ford,Female,French,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Romantic,Civics,Non Drinkers,Ironman,49,x
7826,9/23/1979, 38 ,Unmarried,500k-700k,Graduate,Unemployed,Believer,Friends,BMW,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Vodka,wonder woman,1473,y
7827,7/16/1970, 47 ,Married,500k-700k,Post-Graduate,Employed,Atheist,Game of Thrones,Toyota,Male,Mexican,Country,12 to 15,Baseball,Red,Reuters,25-40 KM,1000-1500 KM,Horror,Economics,Vodka,spiderman,323,y
7828,7/25/1986, 31 ,Unmarried,300k-500k,High-School,Employed,Believer,Breaking Bad,Wolkswagen,Female,Mediterranean,Rock,20+,Soccer,Orange,Associated Press,60-80 KM,0-250 KM,Drama,Physics,Beer,Batman,104,x
7829,8/30/1976, 41 ,Unmarried,700k-1 Million,High-School,Employed,Believer,Narcos,Audi,Female,Indian,Rock,18-20,Basketball,Red,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Non Drinkers,Ironman,1184,x
7830,6/8/1992, 25 ,Married,0-100K,Uneducated,Unemployed,Believer,Prison Break,Ford,Male,Thai,Heavy Metal,6 to 10,Rugby,White,MSN,10-25 KM,250-500 KM,Romantic,English,Whiskey,Ironman,561,x
7831,5/8/1986, 31 ,Married,100k-300k,Graduate,Employed,Atheist,Narcos,Suzuki,Female,French,Rock,18-20,Baseball,Red,CNN,25-40 KM,250-500 KM,Comedy,History,Rum,The hulk,529,y
7832,5/7/1995, 22 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Friends,Toyota,Male,Thai,Light Metal,6 to 10,Rugby,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,Beer,spiderman,1098,x
7833,9/22/1971, 46 ,Unmarried,500k-700k,Uneducated,Employed,Believer,Breaking Bad,Toyota,Male,Chinese,Classical,10 to 12,Soccer,Blue,CNN,25-40 KM,500-1000 KM,Thriller,Maths,Beer,Thor,1155,y
7834,4/26/1981, 36 ,Unmarried,500k-700k,Post-Graduate,Self-Employed,Believer,Narcos,Daimler-Benz,Female,Indian,Rock,18-20,Basketball,Red,CNN,25-40 KM,0-250 KM,Thriller,Maths,Gin,Thor,1074,x
7835,1/6/1960, 58 ,Married,300k-500k,High-School,Self-Employed,Believer,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Basketball,White,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,182,x
7836,12/12/1968, 49 ,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Breaking Bad,Ford,Male,Thai,Country,12 to 15,volleyball,Red,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Beer,Ironman,1498,y
7837,5/21/1979, 38 ,Married,100k-300k,Post-Graduate,Unemployed,Atheist,Flash,Nissan,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Historical,Civics,Rum,The hulk,815,x
7838,4/7/1991, 26 ,Married,500k-700k,High-School,Unemployed,Atheist,How I Met your mother,Toyota,Female,French,Rap,6 to 10,Rugby,Green,New York Times,40-60 KM,2000+ KM,Comedy,Art,Non Drinkers,Thor,1377,y
7839,5/24/1995, 22 ,Married,100k-300k,Graduate,Unemployed,Believer,How I Met your mother,Suzuki,Female,Mediterranean,Rap,6 to 10,Rugby,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,wonder woman,448,y
7840,8/8/1995, 22 ,Married,300k-500k,High-School,Employed,Atheist,Big Bang Theory,Daimler-Benz,Female,French,Rock,18-20,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Drama,Physics,Non Drinkers,Batman,1363,y
7841,4/9/1988, 29 ,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Baseball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Drama,Physics,Rum,Batman,585,x
7842,3/6/1966, 51 ,Married,500k-700k,High-School,Employed,Believer,Prison Break,Toyota,Male,Lebanese,Heavy Metal,6 to 10,Rugby,White,Fox News,10-25 KM,0-250 KM,Comedy,Art,Vodka,Thor,1299,x
7843,6/3/1988, 29 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Audi,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Green,New York Times,10-25 KM,0-250 KM,Horror,Chemistry,Whiskey,superman,346,y
7844,8/20/1994, 23 ,Unmarried,0-100K,Uneducated,Unemployed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Soccer,Blue,CNN,25-40 KM,250-500 KM,Action,Physics,Non Drinkers,wonder woman,1031,y
7845,6/1/1960, 57 ,Married,300k-500k,High-School,Unemployed,Believer,Narcos,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Historical,Commerce,Non Drinkers,The hulk,1190,x
7846,12/27/1990, 27 ,Married,300k-500k,Graduate,Employed,Atheist,Narcos,Audi,Male,Mexican,Hip-Hop,15-18,Baseball,Red,CNN,25-40 KM,500-1000 KM,Drama,Physics,Rum,Batman,78,x
7847,2/6/1966, 52 ,Unmarried,500k-700k,High-School,Unemployed,Believer,Game of Thrones,BMW,Female,Mediterranean,Rock,20+,Soccer,Red,Reuters,25-40 KM,250-500 KM,Horror,Economics,Vodka,spiderman,279,x
7848,7/30/1982, 35 ,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Breaking Bad,Ford,Male,Lebanese,Country,12 to 15,Soccer,Red,Reuters,60-80 KM,1000-1500 KM,Comedy,History,Beer,The hulk,608,x
7849,8/8/1990, 27 ,Married,300k-500k,Uneducated,Employed,Agnostic,Flash,Daimler-Benz,Female,French,Rap,6 to 10,Baseball,Yellow,BBC,10-25 KM,250-500 KM,Historical,Art,wine,The hulk,601,x
7850,6/23/1965, 52 ,Married,100k-300k,Graduate,Employed,Atheist,Friends,Suzuki,Male,Thai,Heavy Metal,6 to 10,Baseball,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,1375,y
7851,10/27/1973, 44 ,Married,0-100K,Post-Graduate,Employed,Believer,Friends,GM,Male,Chinese,Heavy Metal,1 to 3,Basketball,White,MSN,25-40 KM,1500-2000 KM,Horror,Chemistry,Vodka,superman,333,y
7852,8/26/1984, 33 ,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Flash,Wolkswagen,Female,French,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Rum,spiderman,1325,y
7853,7/9/1974, 43 ,Married,500k-700k,Uneducated,Unemployed,Agnostic,Dexter,Toyota,Female,Italian,Hip-Hop,15-18,Swimming,Blue,CNN,25-40 KM,1000-1500 KM,Action,Physics,Vodka,wonder woman,1333,y
7854,2/24/1970, 48 ,Married,1M-2Million,Uneducated,Unemployed,Agnostic,Narcos,Rolls Royce,Female,French,Rock,18-20,Swimming,Blue,CNN,40-60 KM,250-500 KM,Action,Physics,Gin,wonder woman,474,x
7855,4/16/1968, 49 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Narcos,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Soccer,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Rum,Batman,1496,x
7856,5/11/1993, 24 ,Married,300k-500k,Uneducated,Self-Employed,Believer,sherlock,Ford,Male,Lebanese,Heavy Metal,3 to 5,Basketball,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Non Drinkers,spiderman,477,x
7857,4/27/1992, 25 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,volleyball,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Rum,Batman,1477,y
7858,4/29/1970, 47 ,Divorced,300k-500k,High-School,Self-Employed,Agnostic,Friends,Ford,Female,Indian,Rap,6 to 10,Swimming,Black,New York Times,10-25 KM,250-500 KM,Action,Biology,Vodka,wonder woman,354,x
7859,8/10/1965, 52 ,Married,300k-500k,Uneducated,Unemployed,Atheist,Narcos,Daimler-Benz,Male,Italian,Hip-Hop,15-18,Baseball,Red,CNN,25-40 KM,0-250 KM,Horror,Economics,Gin,superman,414,y
7860,3/21/1984, 33 ,Unmarried,0-100K,Uneducated,Employed,Agnostic,Narcos,Ford,Female,Italian,Hip-Hop,15-18,volleyball,Red,Huffington Post,40-60 KM,0-250 KM,Drama,Physics,Rum,Batman,1325,x
7861,10/27/1972, 45 ,Divorced,300k-500k,Post-Graduate,Employed,Agnostic,Breaking Bad,Audi,Female,Indian,Rock,18-20,Swimming,Blue,Huffington Post,40-60 KM,1000-1500 KM,Historical,Commerce,Beer,The hulk,1090,x
7862,4/25/1972, 45 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Daimler-Benz,Male,Italian,Rap,6 to 10,Soccer,White,MSN,10-25 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,448,x
7863,4/9/1978, 39 ,Married,0-100K,Graduate,Employed,Believer,Prison Break,GM,Male,Chinese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,25-40 KM,1500-2000 KM,Romantic,English,Whiskey,Ironman,853,y
7864,10/27/1963, 54 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Breaking Bad,Daimler-Benz,Male,Mexican,Hip-Hop,15-18,Basketball,Blue,CNN,25-40 KM,0-250 KM,Historical,Commerce,wine,Ironman,1106,y
7865,2/17/1980, 38 ,Married,300k-500k,High-School,Unemployed,Atheist,Friends,Audi,Male,Italian,Rap,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Action,Biology,wine,wonder woman,258,x
7866,8/30/1993, 24 ,Unmarried,0-100K,Uneducated,Self-Employed,Believer,Narcos,Ford,Male,Chinese,Classical,10 to 12,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Comedy,Maths,Rum,Thor,1310,y
7867,3/24/1970, 47 ,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Big Bang Theory,Ford,Male,Thai,Country,12 to 15,cycling,purple,Associated Press,0-10 KM,2000+ KM,Romantic,Commerce,Non Drinkers,Ironman,1424,x
